sci_name,class_name,family_name,order_name,biome_freshwater,biome_marine,biome_terrestrial,category,legend,criteria,common_name,movementpattern,Range_Areakm2,FW_Width,FW_Length,Avian_EAAA,Districts,FW_EAAA,Terrestrial_EAAA,Sensitivity_Score_TL,Sensitivity_Score_WF,aoo_km2,eoo_km2
Ardea goliath,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Goliath Heron,Full Migrant,18030433.51,,,,0.011210375,,,10,10,,
Ardea insignis,AVES,ARDEIDAE,PELECANIFORMES,TRUE,FALSE,TRUE,CR,Extant (resident),C2a(i),White-bellied Heron,Not a Migrant,65037.4182,387.2494704,939.5729577,,0.283552313,,,50,50,,
Ardea intermedia,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Intermediate Egret,Full Migrant,8941920.858,,,0.025015113,0.137194991,0.007055116,0.002999258,10,10,,
Ardea purpurea,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Purple Heron,Full Migrant,42488044.73,,,0.005264614,0.028912547,0.001484801,0.000631216,10,10,,
Ardeola bacchus,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (breeding),,Chinese Pond-heron,Full Migrant,7897597.626,,,0.006983902,0.064779707,0.000921853,,10,10,,
Ardeola grayii,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Indian Pond-heron,Not a Migrant,4010251.567,,,0.055777838,0.296199201,0.015731255,0.006687642,10,10,,
Argiocnemis rubescens,INSECTA,COENAGRIONIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Red-tipped Shadefly,,3911637.69,,,0.057184018,0.314046878,0.016127846,0.00685624,,,,
Argya earlei,AVES,LEIOTRICHIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Striated Babbler,Not a Migrant,1028958.648,,,0.205603425,0.857613625,0.061310814,0.026064339,,,,
Argya longirostris,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,VU,Extant (resident),A2c+3c+4c,Slender-billed Babbler,Not a Migrant,28776.83075,,,,9.537691613,,,,,,
Argya striata,AVES,LEIOTRICHIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Jungle Babbler,Not a Migrant,3114749.928,,,0.022064091,0.170297231,0.0043113,,,,,
Argyrophis diardii,REPTILIA,TYPHLOPIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Diard's Blindsnake,,2957105.751,,,0.075642598,0.415418895,0.021333796,0.009069384,,,,
Artamus fuscus,AVES,ARTAMIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Ashy Woodswallow,Full Migrant,4724961.557,,,0.047340737,0.25998891,0.013351705,0.005676052,,10,,
Arundinax aedon,AVES,ACROCEPHALIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Thick-billed Warbler,Full Migrant,14658569.89,,,0.015259549,0.083803373,0.004303714,0.001829587,,,,
Asarcornis scutulata,AVES,ANATIDAE,ANSERIFORMES,TRUE,FALSE,TRUE,EN,Extant (resident),A2cd+3cd+4cd;C2a(i),White-winged Duck,Not a Migrant,1005502.955,,,0.22245898,1.221714563,0.062741031,0.02667235,60,40,,
Asiagomphus personatus,INSECTA,GOMPHIDAE,ODONATA,TRUE,FALSE,TRUE,NT,Probably Extant (resident),,,,308263.6855,,,0.419512381,2.194766626,0.142896849,0.052003899,,,,
Asio flammeus,AVES,STRIGIDAE,STRIGIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Short-eared Owl,Full Migrant,60045459.14,,,0.00372523,0.018682018,0.001050642,0.000446647,10,10,,
Asymblepharus sikimmensis,REPTILIA,SCINCIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Sikkim Ground Skink,,592721.0156,,,,0.004919027,,,,,,
Athene brama,AVES,STRIGIDAE,STRIGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Spotted Owlet,Not a Migrant,5236207.984,,,0.04271854,0.234604433,0.012048088,0.005121861,10,10,,
Atherurus macrourus,MAMMALIA,HYSTRICIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Asiatic Brush-tailed Porcupine,,2685628.647,,,,0.007986364,,,,,,4663351
Atrophaneura aidoneus,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Batwing,,2269093.071,,,0.098154582,0.521443241,0.027802426,0.011819316,,,,
Atrophaneura varuna,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Common Batwing,,2159645.551,,,0.103574016,0.558360123,0.02921141,0.0124183,,,,
Auriculodes gangetica,GASTROPODA,ELLOBIIDAE,ELLOBIIDA,TRUE,FALSE,FALSE,DD,Extant (resident),,,,630742.2254,,,0.35463483,1.947606413,0.100019135,0.042519949,,,,
Aviceda jerdoni,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Jerdon's Baza,Not a Migrant,1607412.998,,,0.139157243,0.733207016,0.039247096,0.016684652,,10,,
Axis porcinus,MAMMALIA,CERVIDAE,ARTIODACTYLA,TRUE,FALSE,TRUE,EN,Extant (resident),A2bcd,Hog Deer,,364486.5677,,,0.000246696,0.58948034,,,,,,4322971
Aythya baeri,AVES,ANATIDAE,ANSERIFORMES,TRUE,FALSE,FALSE,CR,Extant (non-breeding),A2cd+3cd+4cd; C2a(ii),Baer's Pochard,Full Migrant,9010082.069,,,0.024825874,0.133436357,0.007001744,0.002976569,75,50,,
Aythya ferina,AVES,ANATIDAE,ANSERIFORMES,TRUE,TRUE,TRUE,VU,Extant (non-breeding),A2abcd+3bcd+4abcd,Common Pochard,Full Migrant,27578113.26,,,0.008110894,0.042507844,0.002287549,0.000972479,45,30,,
Aythya fuligula,AVES,ANATIDAE,ANSERIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Tufted Duck,Full Migrant,33385091.03,,,0.006700091,0.036795994,0.001889655,0.000803326,15,10,,
Aythya nyroca,AVES,ANATIDAE,ANSERIFORMES,TRUE,TRUE,TRUE,NT,Extant (non-breeding),A2cd+3cd+4cd,Ferruginous Duck,Full Migrant,36200077.79,,,0.00617908,0.027914151,0.001742712,0.000740858,30,20,,
Bacopa monnieri,MAGNOLIOPSIDA,PLANTAGINACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,Water Hyssop,,49118420.33,,,0.004553957,0.025009713,0.001284371,0.00054601,,,,
Badis badis,ACTINOPTERYGII,BADIDAE,PERCIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,,,68975.71851,2095.177353,2108.948837,,0.798021305,,,,,,
Bagarius bagarius,ACTINOPTERYGII,SISORIDAE,SILURIFORMES,TRUE,FALSE,FALSE,VU,Extant (resident),A2d,,Unknown,4222846.927,,,0.052969754,0.290902707,0.01493928,0.006350959,,,,
Bambusicola fytchii,AVES,PHASIANIDAE,GALLIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Mountain Bamboo-partridge,Not a Migrant,552877.5297,,,,0.448794334,,,10,10,,
Bandicota bengalensis,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Bandicoot Rat,,4183619.834,,,0.053466417,0.293630313,0.015079356,0.006410508,,,,6834159
Bandicota indica,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Bandicoot Rat,,5507990.284,,,,0.062304671,,,,,">2,000",10753110
Bangana dero,ACTINOPTERYGII,CYPRINIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Kalabans,Full Migrant,43623.36373,307.2356476,1916.90683,,1.268216241,,,,,,
Barbastella darjelingensis,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Eastern Barbastelle,,2961052.665,,,0.024291424,0.237518766,0.001437446,,,15,,
Barbastella leucomelas,MAMMALIA,VESPERTILIONIDAE,CHIROPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Eastern Barbastelle,,3936418.15,,,0.018272496,0.178666378,0.001081276,,,15,,
Batasio fasciolatus,ACTINOPTERYGII,BAGRIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Extant (seasonality uncertain),,,,413416.2659,,,,0.133144478,,,,,,
Batasio fasciolatus,ACTINOPTERYGII,BAGRIDAE,SILURIFORMES,TRUE,FALSE,FALSE,LC,Presence Uncertain,,,,413416.2659,,,0.199459435,2.497407939,0.046046526,0.026095281,,,,
Batrachostomus hodgsoni,AVES,PODARGIDAE,CAPRIMULGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Hodgson's Frogmouth,Not a Migrant,119986.7142,,,0.295990008,2.35763088,0.016945604,,,,,
Bayadera indica,INSECTA,EUPHAEIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,10963105.99,,,,0.012443832,,,,,,
Bellamya bengalensis,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,7213223.106,,,,0.007630998,,,,,,
Bellamya bengalensis,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,7213223.106,,,0.031010154,0.162633781,0.008745923,0.00371805,,,,
Bellamya micron,GASTROPODA,VIVIPARIDAE,ARCHITAENIOGLOSSA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,41230.59401,168.8013056,335.7234393,0.288692285,1.152563929,,,,,,
Bengala elanga,ACTINOPTERYGII,DANIONIDAE,CYPRINIFORMES,TRUE,FALSE,FALSE,LC,Extant (resident),,Bengala Barb,,18516.77592,644.470224,1676.955611,,2.972660745,,,,,,553700
Berylmys bowersi,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Bower's White-toothed Rat,,2569879.764,,,0.026340334,0.192877709,0.003633286,0.000670722,,,">2,000",6454060
Berylmys mackenziei,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,DD,Extant (resident),,Kenneth's White-toothed Rat,,101869.2777,,,1.703165759,7.266051375,0.5325885,0.263270025,,,">2,000",">20,000"
Berylmys manipulus,MAMMALIA,MURIDAE,RODENTIA,FALSE,FALSE,TRUE,DD,Extant (resident),,Manipur White-toothed Rat,,214986.9017,,,0.370119608,0.09625534,0.072453547,0.022605227,,,">2,000",">20,000"
Bhutanitis lidderdalii,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Bhutan Glory,,732869.2775,,,0.305215635,1.676202893,0.086081234,0.036594694,,,,
Bithynia cerameopoma,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,3231527.472,,,0.025517275,0.099192761,0.005890831,0.003338425,,,,
Bithynia cerameopoma,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,3231527.472,,,0.043701744,0.280948709,0.013631297,0.004960785,,,,
Bithynia pulchella,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,7618487.121,,,0.025310221,0.092330774,0.008280685,0.003520268,,,,
Bithynia pulchella,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,7618487.121,,,0.004050354,0.068913524,,1.36E-09,,,,
Bithynia textum,GASTROPODA,BITHYNIIDAE,LITTORINIMORPHA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,497083.8722,,,0.023945565,0.095599351,,,,,,
Blythia reticulata,REPTILIA,NATRICIDAE,SQUAMATA,FALSE,FALSE,TRUE,DD,Extant (resident),,Blyth's Reticulate Snake,,456645.3261,,,0.489840033,2.690135063,0.138151621,0.05873076,,,,
Blythipicus pyrrhotis,AVES,PICIDAE,PICIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Bay Woodpecker,Not a Migrant,1630095.271,,,,0.115628609,,,,,,
Blyxa aubertii,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Round Fruit Blyxa,,16772859.54,,,0.013336018,0.073239605,0.003761213,0.00159896,,,,
Blyxa japonica,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,,7210459.449,,,0.03102204,0.170368839,0.008749275,0.003719475,,,,
Blyxa octandra,LILIOPSIDA,HYDROCHARITACEAE,ALISMATALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,,,9456231.62,,,0.023654577,0.129907732,0.006671399,0.002836133,,,,
Boiga cyanea,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Green Cat Snake,,2274959.617,,,0.098324014,0.539982158,0.02773073,0.011788837,,,,
Boiga gokool,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Eastern Cat Snake,,130176.0636,,,1.718312535,9.436739516,0.484622827,0.206021956,,,,
Boiga multomaculata,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Many-spotted Cat Snake,,4246365.648,,,0.052676378,0.289291527,0.014856538,0.006315784,,,,
Boiga ochracea,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Tawny Cat Snake,,193109.414,,,1.158323446,6.353081433,0.326686777,0.138880476,,,,
Boiga quincunciata,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Assamese Cat Snake,,28556.5995,,,,1.86009609,,,,,,
Boiga siamensis,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Gray Cat Snake,,1515358.585,,,0.147610713,0.810658029,0.041631263,0.017698205,,,,
Boiga trigonata,REPTILIA,COLUBRIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Gamma Snake,,5497136.505,,,0.040690851,0.223468637,0.01147621,0.004878745,,,,
Bonnaya antipoda,MAGNOLIOPSIDA,LINDERNIACEAE,LAMIALES,TRUE,FALSE,TRUE,LC,Possibly Extant (resident),,,,18485735.95,,,0.012100311,0.06645327,0.003412701,0.001450801,,,,
Bos gaurus,MAMMALIA,BOVIDAE,ARTIODACTYLA,FALSE,FALSE,TRUE,VU,Extant (resident),A2cd+3cd+4cd,Gaur,,1377176.613,,,0.116826028,0.433063891,0.040104563,0.019062062,,,,
Brachydiplax chalybea,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,8016121.93,,,0.027904162,0.153245873,0.007869927,0.003345649,,,,
Brachydiplax farinosa,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,13492035.71,,,0.016578904,0.091049092,0.004675817,0.001987775,,,,
Brachydiplax sobrina,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,2999775.163,,,0.074566642,0.409509892,0.02103034,0.008940379,,,,
Brachypodius atriceps,AVES,PYCNONOTIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Black-headed Bulbul,Nomadic,2986351.338,,,0.074901824,0.411350663,0.021124873,0.008980567,,,,
Brachypteryx cruralis,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Himalayan Shortwing,Not a Migrant,1691211.965,,,0.13226205,0.658109024,0.037302416,0.015857934,,,,
Brachypteryx leucophris,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Shortwing,Not a Migrant,2300218.267,,,0.028853073,0.377391443,0.004814031,0.000132702,,,,
Brachythemis contaminata,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,7061502.8,,,0.011677369,0.045393189,0.002695798,0.00152775,,,,
Brachythemis contaminata,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,7061502.8,,,,0.105130559,,,,,,
Bradinopyga geminata,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,4230144.61,,,0.052878372,0.27738851,0.014913507,0.006340002,,,,
Brotia costula,GASTROPODA,PACHYCHILIDAE,SORBEOCONCHA,TRUE,FALSE,FALSE,LC,Extant (resident),,,,4226145.218,,,,0.0130423,,,,,,
Brotia costula,GASTROPODA,PACHYCHILIDAE,SORBEOCONCHA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,4226145.218,,,0.052928414,0.277567174,0.01492762,0.006346002,,,,
Bubalus arnee,MAMMALIA,BOVIDAE,ARTIODACTYLA,TRUE,FALSE,TRUE,EN,Extant (resident),A2de+3de; C1,Wild Water Buffalo,,13008.4396,,,,0.004840038,,,,,,
Bubo bengalensis,AVES,STRIGIDAE,STRIGIFORMES,FALSE,FALSE,TRUE,LC,Presence Uncertain,,Rock Eagle-owl,Not a Migrant,3767308.939,,,0.059374786,0.326078276,0.016745718,0.007118908,10,10,,
Bubo coromandus,AVES,STRIGIDAE,STRIGIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Dusky Eagle-owl,Not a Migrant,1435080.805,,,0.129043143,0.487613177,0.043924348,0.018688235,10,10,,
Bubo nipalensis,AVES,STRIGIDAE,STRIGIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Spot-bellied Eagle-owl,Not a Migrant,2393900.372,,,0.093438793,0.513153186,0.026352931,0.011203109,10,10,,
Bubulcus ibis,AVES,ARDEIDAE,PELECANIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,Cattle Egret,Full Migrant,63917070.83,,,0.003499584,0.019219241,0.000987002,0.000419593,10,10,,
Buceros bicornis,AVES,BUCEROTIDAE,BUCEROTIFORMES,FALSE,FALSE,TRUE,VU,Extant (resident),A3cd+4cd,Great Hornbill,Not a Migrant,2967382.281,,,0.075380635,0.413980231,0.021259914,0.009037975,45,45,,
Bungarus bungaroides,REPTILIA,ELAPIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Himalayan Krait,,314315.2944,,,0.711652171,3.908297257,0.20071022,0.085325556,,,,
Bungarus fasciatus,REPTILIA,ELAPIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Banded Krait,,1093347.224,,,0.204585659,1.123556704,0.057700144,0.024529378,,,,
Bungarus lividus,REPTILIA,ELAPIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Black Krait,,104000.6836,,,,1.267548586,,,,,,
Bungarus niger,REPTILIA,ELAPIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Greater Black Krait,,285957.7874,,,,1.751182944,,,,,,
Burhinus indicus,AVES,BURHINIDAE,CHARADRIIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Indian Thick-knee,Full Migrant,3937752.469,,,0.05680478,0.31196415,0.016020888,0.00681077,10,10,,
Butastur teesa,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,TRUE,FALSE,TRUE,LC,Extant (resident),,White-eyed Buzzard,Not a Migrant,3987542.759,,,0.019214628,0.160824617,0.003448761,0.00097893,,10,,
Buteo japonicus,AVES,ACCIPITRIDAE,ACCIPITRIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Japanese Buzzard,Full Migrant,13145677.7,,,0.017015719,0.093267588,0.004799014,0.002040148,,10,,
Butorides striata,AVES,ARDEIDAE,PELECANIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Green-backed Heron,Full Migrant,54226189.71,,,0.004125002,0.022653954,0.001163392,0.000494579,10,10,,
Byasa crassipes,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Black Windmill,,808132.1638,,,,0.280500826,,,,,,
Byasa dasarada,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Great Windmill,,1377952.895,,,0.16233005,0.891494628,0.045782619,0.019463022,,,,
Byasa latreillei,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,Rose Windmill,,1169085.15,,,0.00191334,0.345888596,,,,,,
Byasa polla,INSECTA,PAPILIONIDAE,LEPIDOPTERA,FALSE,FALSE,TRUE,LC,Extant (resident),,De Niceville's Windmill,,1126227.556,,,0.197406256,1.048574804,0.056015582,0.02381324,,,,
Cacomantis merulinus,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Plaintive Cuckoo,Full Migrant,5281898.612,,,0.042349007,0.232575006,0.011943867,0.005077554,,,,
Cacomantis sonneratii,AVES,CUCULIDAE,CUCULIFORMES,FALSE,FALSE,TRUE,LC,Extant (resident),,Banded Bay Cuckoo,Full Migrant,4974068.23,,,0.044969862,0.246968386,0.012683037,0.005391789,,,,
Caesulia axillaris,MAGNOLIOPSIDA,ASTERACEAE,ASTERALES,TRUE,FALSE,FALSE,LC,Possibly Extant (resident),,Pink Node Flower,,3899263.697,,,,0.00186378,,,,,,
Calamaria pavimentata,REPTILIA,CALAMARIIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Brown Reed Snake,,3469923.597,,,0.064463426,0.353056356,0.018180888,0.007729025,,,,
Calandrella acutirostris,AVES,ALAUDIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Hume's Lark,Full Migrant,5340316.781,,,0.041885748,0.165865469,0.011813212,0.005022011,,10,,
Calicnemia eximia,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,3502457.34,,,0.063864636,0.350735922,0.018012009,0.007657232,,,,
Calicnemia imitans,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,422032.0455,,,,1.270177476,,,,,,
Calicnemia miles,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1534559.948,,,0.145763717,0.800514574,0.041110347,0.017476754,,,,
Calicnemia pulverulans,INSECTA,PLATYCNEMIDIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1288043.344,,,0.173661207,0.953723808,0.048978392,0.020821603,,,,
Calidris temminckii,AVES,SCOLOPACIDAE,CHARADRIIFORMES,TRUE,TRUE,TRUE,LC,Extant (non-breeding),,Temminck's Stint,Full Migrant,17652219.55,,,0.012671673,0.069591113,0.003573845,0.001519306,10,10,,
Caliphaea confusa,INSECTA,CALOPTERYGIDAE,ODONATA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,2644749.467,,,0.084576314,0.464481653,0.023853409,0.010140517,,,,
Calliope calliope,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,LC,Extant (non-breeding),,Siberian Rubythroat,Full Migrant,23388275.84,,,0.009563901,0.05252365,0.002697347,0.001146691,,,,
Calliope pectardens,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,NT,Extant (non-breeding),C2a(ii),Firethroat,Full Migrant,1178601.723,,,0.144217651,0.899076415,0.048459215,0.022503011,,,,
Calliope pectardens,AVES,MUSCICAPIDAE,PASSERIFORMES,TRUE,FALSE,TRUE,NT,Extant (passage),C2a(ii),Firethroat,Full Migrant,1178601.723,,,0.045569244,0.132794329,0.005067172,0.000252027,,,,
Calliope pectoralis,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Himalayan Rubythroat,Full Migrant,3680297.437,,,0.019282525,0.142423459,0.004230334,,,,,
Calliope tschebaiewi,AVES,MUSCICAPIDAE,PASSERIFORMES,FALSE,FALSE,TRUE,LC,Extant (non-breeding),,Chinese Rubythroat,Full Migrant,1611577.987,,,,0.051741657,,,,,,
Callosciurus erythraeus,MAMMALIA,SCIURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Pallas's Squirrel,,4060381.399,,,0.008451324,0.021346784,5.76E-05,,,,>2000,7175121
Callosciurus pygerythrus,MAMMALIA,SCIURIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Hoary-bellied Squirrel,,590198.4408,,,0.378996531,2.081397575,0.106889967,0.045440864,,,,1412159
Calotes emma,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Forest Garden Lizard,,2189867.417,,,0.102144614,0.500011625,0.02880827,0.012246918,,,,
Calotes jerdoni,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Jerdon's Forest Lizard,,253645.8756,,,0.225625499,2.265672243,0.012682134,,,,,
Calotes mystaceus,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Indo-Chinese Forest Lizard,,1502287.784,,,0.072679738,0.279590372,0.021406835,0.011510023,,,,
Calotes versicolor,REPTILIA,AGAMIDAE,SQUAMATA,FALSE,FALSE,TRUE,LC,Extant (resident),,Changeable Lizard,,7615519.1,,,0.029372018,0.16130714,0.008283912,0.003521641,,,,
Camacinia gigantea,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Extant (resident),,,,4506936.004,,,0.028693647,0.031176669,0.009773804,0.003556943,,,,
Camacinia gigantea,INSECTA,LIBELLULIDAE,ODONATA,TRUE,FALSE,TRUE,LC,Probably Extant (resident),,,,4506936.004,,,0.020937224,0.190589459,0.004223797,0.002393691,,,,
Camptoceras austeni,GASTROPODA,PLANORBIDAE,HYGROPHILA,TRUE,FALSE,FALSE,DD,Probably Extant (resident),,,,224789.8624,465.9935733,766.1063666,,0.03232962,,,,,,
Camptoceras lineatum,GASTROPODA,PLANORBIDAE,HYGROPHILA,TRUE,FALSE,FALSE,LC,Probably Extant (resident),,,,1817836.832,,,0.123049087,0.675768904,0.034704045,0.014753319,,,,
Canis aureus,MAMMALIA,CANIDAE,CARNIVORA,FALSE,FALSE,TRUE,LC,Extant (resident),,Golden Jackal,,10779986.24,,,0.020749856,0.113955396,0.005852168,0.002487863,,,,
Cannomys badius,MAMMALIA,SPALACIDAE,RODENTIA,FALSE,FALSE,TRUE,LC,Extant (resident),,Lesser Bamboo Rat,,1049137.906,,,0.213206634,1.170901934,0.060131553,0.025563014,,,,2033138
Capricornis sumatraensis,MAMMALIA,BOVIDAE,ARTIODACTYLA,FALSE,FALSE,TRUE,VU,Extant (resident),A2cd,Mainland Serow,,3527165.549,,,0.044943728,0.202345347,0.014106225,0.007603592,,,,
Caprimulgus affinis,AVES,CAPRIMULGIDAE,CAPRIMULGIFORMES,TRUE,TRUE,TRUE,LC,Extant (resident),,Savanna Nightjar,Not a Migrant,5340338.363,,,0.041885579,0.230029919,0.011813164,0.00502199,,10,,
